Company Name,Industry,Symbol,logo,FNO
Steel Authority of India Ltd.,Metals & Mining,SAIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500113.png,True
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542760.png,False
Sterlite Technologies Ltd.,Telecommunication,STLTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532374.png,False
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542920.png,False
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532872.png,False
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524715.png,True
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532733.png,True
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK590071.png,False
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500403.png,False
Sunteck Realty Ltd.,Realty,SUNTECK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK512179.png,False
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532509.png,False
Supreme Industries Ltd.,Capital Goods,SUPREMEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK509930.png,False
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543064.png,False
Suzlon Energy Ltd.,Capital Goods,SUZLON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532667.png,False
Swan Energy Ltd.,Realty,SWANENERGY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503310.png,False
Symphony Ltd.,Consumer Durables,SYMPHONY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517385.png,False
Syngene International Ltd.,Healthcare,SYNGENE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539268.png,True
Syrma SGS Technology Ltd.,Capital Goods,SYRMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543573.png,False
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517506.png,False
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532800.png,False
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532343.png,True
Tanla Platforms Ltd.,Information Technology,TANLA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532790.png,False
Tata Chemicals Ltd.,Chemicals,TATACHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500770.png,True
Tata Communications Ltd.,Telecommunication,TATACOMM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500483.png,True
Tata Consultancy Services Ltd.,Information Technology,TCS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532540.png,True
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500800.png,True
Tata Elxsi Ltd.,Information Technology,TATAELXSI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500408.png,False
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK501301.png,False
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK570001.png,False
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500570.png,True
Tata Power Co. Ltd.,Power,TATAPOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500400.png,True
Tata Steel Ltd.,Metals & Mining,TATASTEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500470.png,True
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532371.png,False
Teamlease Services Ltd.,Services,TEAMLEASE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539658.png,False
Tech Mahindra Ltd.,Information Technology,TECHM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532755.png,True
Tejas Networks Ltd.,Telecommunication,TEJASNET.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540595.png,False
The New India Assurance Company Ltd.,Financial Services,NIACL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540769.png,False
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500260.png,True
Thermax Ltd.,Capital Goods,THERMAX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500411.png,False
Timken India Ltd.,Capital Goods,TIMKEN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522113.png,False
Titan Company Ltd.,Consumer Durables,TITAN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500114.png,True
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500420.png,True
Torrent Power Ltd.,Power,TORNTPOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532779.png,False
Trent Ltd.,Consumer Services,TRENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500251.png,True
Trident Ltd.,Textiles,TRIDENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK210969.png,False
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532356.png,False
Triveni Turbine Ltd.,Capital Goods,TRITURBINE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533655.png,False
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540762.png,False
UCO Bank,Financial Services,UCOBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532505.png,False
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532539.png,False
UPL Ltd.,Chemicals,UPL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK512070.png,True
UTI Asset Management Company Ltd.,Financial Services,UTIAMC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543238.png,False
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542904.png,False
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532538.png,True
Union Bank of India,Financial Services,UNIONBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532477.png,False
United Breweries Ltd.,Fast Moving Consumer Goods,UBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532478.png,True
United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532432.png,True
Usha Martin Ltd.,Capital Goods,USHAMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517146.png,False
V-Guard Industries Ltd.,Consumer Durables,VGUARD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532953.png,False
V-Mart Retail Ltd.,Consumer Services,VMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534976.png,False
V.I.P. Industries Ltd.,Consumer Durables,VIPIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500097.png,False
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532156.png,False
Vardhman Textiles Ltd.,Textiles,VTL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK502986.png,False
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541578.png,False
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540180.png,False
Vedant Fashions Ltd.,Consumer Services,MANYAVAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543463.png,False
Vedanta Ltd.,Metals & Mining,VEDL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500295.png,True
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543350.png,False
Vinati Organics Ltd.,Chemicals,VINATIORGA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524200.png,False
Vodafone Idea Ltd.,Telecommunication,IDEA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532822.png,True
Voltas Ltd.,Consumer Durables,VOLTAS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500575.png,True
Welspun Corp Ltd.,Capital Goods,WELCORP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532144.png,False
Welspun Living Ltd.,Textiles,WELSPUNLIV.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK514162.png,False
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505533.png,False
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500238.png,False
Wipro Ltd.,Information Technology,WIPRO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK507685.png,True
Yes Bank Ltd.,Financial Services,YESBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532648.png,False
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533023.png,False
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505537.png,True
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK504067.png,False
Zomato Ltd.,Consumer Services,ZOMATO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543320.png,False
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532321.png,True
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531335.png,False
eClerx Services Ltd.,Services,ECLERX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532927.png,False
